Epoch,VF Loss,Sample Time (s),Q Predictions Std,R Predictions Min,V Predictions Max,Z variance train,Policy mu Mean,Log Pis Max,Policy log std Min,V Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Total Train Time (s),Policy log std Max,Number of rollouts total,R Predictions Mean,Log Pis Std,Number of env steps total,Policy mu Max,Q Predictions Mean,R Predictions Max,Z mean eval,Policy log std Mean,KL Divergence,Z mean train,Policy log std Std,Z variance eval,Policy mu Min,R Predictions Std,Log Pis Min,Q Predictions Max,Q Predictions Min,V Predictions Std,KL Loss,(Previous) Eval Time (s),V Predictions Min,QF Loss,Number of train steps total,AverageReturn_all_train_tasks,Policy mu Std,Epoch Time (s),RF Loss,Policy Loss,Train Time (s)
43,6.36336,4.067665668004338,172.661,0.00515569,102.196,0.650541,0.0246527,12.4308,-2.0819,-58.5048,-2.04395,-50.7880027093,7623.691221165982,0.120523,4520,0.00947098,2.23972,376000,2.53401,-65.8192,0.0138434,0.12064,-0.412021,53.40657424926758,0.310578,0.243142,0.604675,-2.70123,0.00156439,-8.73973,98.046,-1167.64,170.755,5.340657711029053,40.0047266900001,-1157.85,23.4503,88000,-48.8101486168,0.616042,167.64283025800432,35.1508,58.6227,123.57043789999989
44,10.8626,4.136432660996434,175.795,0.00524253,110.175,0.630212,-0.0270209,14.3452,-2.11358,-51.5393,-2.18584,-54.7474142356,7792.777209020978,0.196364,4600,0.00964256,2.19667,380000,2.75136,-57.287,0.0141585,0.0787223,-0.406731,51.749507904052734,0.740777,0.236729,0.52499,-2.70009,0.00164829,-10.3382,106.246,-1201.5,175.793,5.174951076507568,40.31657219800036,-1199.51,30.7681,90000,-46.2533727597,0.590901,168.98818623699663,40.584,51.2892,124.53518137799983
45,8.08418,4.129333509001299,131.606,0.00561375,92.8316,0.57583,0.0149619,19.8373,-1.93437,-18.0808,-2.31671,-52.3250543625,7961.271571765983,0.14895,4680,0.00984499,2.11367,384000,3.11267,-24.0416,0.0142556,0.0423624,-0.399171,45.79775619506836,0.272914,0.21882,0.696456,-2.77819,0.00164426,-7.94072,90.9825,-1109.2,130.137,4.579775810241699,40.41513774499981,-1102.36,23.6528,92000,-44.438444845,0.574769,168.74553353100237,31.5196,19.0585,124.20106227700126
46,10.9601,4.119670712003426,157.464,0.00582375,74.6246,0.672949,0.0170615,22.6229,-2.18137,-73.5756,-1.72918,-52.7713966406,8130.28349770199,0.105055,4760,0.00988948,2.36636,388000,2.86071,-78.2737,0.0153863,0.0594757,-0.428972,42.05739212036133,0.752661,0.249287,0.59473,-3.51181,0.00159421,-11.1764,74.3683,-1152.69,156.729,4.205739498138428,40.164435607000996,-1151.29,33.8136,94000,-47.6465321548,0.672353,168.82142702300553,41.335,72.319,124.5373207040011
47,13.0112,4.271701175997805,197.319,0.00521615,103.084,0.621519,-0.00670166,11.9785,-2.26963,-117.028,-1.46983,-49.3603592651,8299.658527978982,0.134607,4840,0.0097133,2.43437,392000,3.05412,-121.48,0.0144664,0.122309,-0.431031,49.0237922668457,0.303442,0.260209,0.610056,-2.69733,0.00155513,-12.5602,100.642,-1176.49,199.114,4.902379512786865,40.35555011299948,-1196.12,63.8601,96000,-44.4553609109,0.71178,169.48477352199734,63.0898,116.862,124.85752223300005
48,15.0267,4.1607382990005135,154.042,0.00541068,106.853,0.606934,-0.0264856,16.7485,-2.15303,-69.4482,-1.70879,-48.6987504753,8468.277908520986,0.153643,4920,0.00985728,2.34791,396000,3.86969,-73.8354,0.0139714,0.121605,-0.430895,47.96648406982422,0.690329,0.244413,0.623999,-2.70852,0.00159105,-8.63119,103.657,-1127.22,156.403,4.7966485023498535,40.24640679699951,-1150.1,54.8401,98000,-47.4710517583,0.669477,168.70326629100055,57.9205,70.6237,124.29612119500052
49,14.7575,4.220673688008901,143.365,0.00538401,94.9328,0.754149,-0.0249182,20.4095,-2.19017,-47.9118,-1.91508,-55.9653650164,8636.367618823997,0.109882,5000,0.00988743,2.2766,400000,3.18134,-55.2537,0.0144352,0.0617409,-0.430528,46.55329132080078,0.328652,0.2471,0.727882,-3.47402,0.00165431,-9.8923,91.05,-1140.14,140.688,4.65532922744751,40.16304457800106,-1133.55,20.852,100000,-44.3133907192,0.637395,168.16797840101026,42.7755,48.4143,123.7842601350003
50,8.44506,4.23693050100519,116.101,0.00530924,103.028,0.559821,-0.00132143,11.2655,-2.16301,-28.5085,-2.06674,-49.0019166027,8804.905585628,0.175872,5080,0.00971448,2.17946,404000,2.73615,-35.2323,0.0155015,0.0876731,-0.414144,43.43268966674805,0.456517,0.235459,0.59283,-2.44316,0.00163949,-10.0459,100.457,-858.834,114.607,4.343268871307373,40.085471644999416,-851.958,21.5984,102000,-46.7907706034,0.604363,167.97691296400444,36.7328,28.6498,123.65451081799984
51,12.2147,4.197360425001534,168.743,0.00485712,106.653,0.538338,-0.0217637,14.9832,-2.14259,-82.6336,-1.59296,-53.0548097275,8972.268915515,0.0707467,5160,0.00974959,2.41663,408000,2.55539,-90.3165,0.0154356,0.0672567,-0.428712,51.414894104003906,0.253781,0.245104,0.689843,-2.99392,0.00156421,-8.29043,104.573,-1128.18,166.137,5.141489505767822,40.64743838499999,-1117.65,32.0166,104000,-46.3788539623,0.69042,167.96970070300267,68.364,82.7787,123.12490189300115
52,6.14015,4.054792853001345,120.417,0.00570618,110.154,0.524215,0.00540774,15.0132,-2.23606,-4.19164,-2.28497,-52.2020074682,9141.285925504004,0.180236,5240,0.00981952,2.11415,412000,2.71107,-9.88608,0.0150052,0.0859368,-0.405588,45.04693603515625,0.3944,0.237517,0.638398,-2.79962,0.00161593,-9.94174,108.242,-980.251,119.029,4.504693508148193,40.041421593999985,-980.15,17.9034,106000,-45.4868169589,0.565806,168.51744592100113,28.2396,3.40355,124.4212314739998
53,8.67042,4.02702765399772,137.51,0.00540448,124.065,0.862055,0.00940663,16.2408,-2.20762,-14.0674,-2.19507,-43.9771958987,9309.392065135999,0.155104,5320,0.00965508,2.26144,416000,2.63523,-20.32,0.0150646,0.189457,-0.40227,51.94816207885742,0.816743,0.241213,0.762184,-2.77563,0.00167705,-9.85392,121.809,-1155.79,135.895,5.1948161125183105,40.54146553999999,-1150.21,21.6594,108000,-42.5565201973,0.592902,168.68804709699907,43.6206,13.5951,124.11955390300136
54,7.06529,4.128562557996702,118.133,0.00488834,115.45,0.611656,0.0177189,10.9334,-1.95389,4.18072,-2.44393,-47.4212458811,9478.471059608999,0.121567,5400,0.00938741,1.97469,420000,2.66257,-1.48825,0.0144159,0.0791108,-0.393193,47.425994873046875,0.208007,0.225803,0.636998,-2.60081,0.00166817,-8.45889,112.457,-698.759,116.731,4.7425994873046875,39.95998092300033,-703.799,18.5973,110000,-39.8914004082,0.543265,169.1133283279978,37.9855,-4.87876,125.02478484700077
55,10.4488,4.237874707001538,182.929,0.00534478,124.571,0.861206,-0.00662336,16.0941,-2.24201,-73.9087,-1.6948,-41.4148180533,9646.294242911996,0.180349,5480,0.00986086,2.31539,424000,2.72281,-81.1743,0.0153011,0.0489577,-0.427512,48.90436935424805,0.715144,0.247662,0.51937,-2.77135,0.00164939,-7.83075,122.281,-1158.47,182.272,4.890437126159668,39.926556904998506,-1168.04,24.778,112000,-38.2257224372,0.67582,168.0141403860016,56.2139,73.9627,123.84970877400156
56,7.77729,4.070284745997924,145.145,0.00448971,124.19,0.622014,0.00830993,7.8447,-2.18956,-8.83036,-2.2992,-45.7045833864,9815.727298792997,0.153751,5560,0.00977289,2.02175,428000,2.63686,-15.8941,0.01525,0.0589925,-0.40199,46.34682083129883,0.358836,0.230459,0.57775,-2.35124,0.0016987,-7.86952,120.413,-1125.31,144.131,4.6346821784973145,39.73607070599974,-1117.91,17.428,114000,-40.098133608,0.565286,168.8246475049982,37.5436,9.89308,125.01829205300055
57,7.80451,4.141378953007006,173.057,0.00431962,129.142,0.746554,-0.0043406,20.2669,-2.31183,-5.93123,-2.34106,-50.5693668145,9983.247823678004,0.128098,5640,0.0096303,2.2389,432000,3.12055,-13.1469,0.0141443,0.102323,-0.395411,59.38058853149414,0.592298,0.237092,0.597983,-3.06947,0.00160507,-9.67986,127.293,-1136.67,170.086,5.938058853149414,40.34531193800103,-1119.01,18.6906,116000,-41.287501063,0.574705,167.955596428008,54.7585,6.81973,123.46890553699996
58,10.4978,4.261117829006253,176.166,0.00506549,124.049,0.530513,-0.016368,17.3027,-2.12602,-37.2807,-1.90791,-45.6180488115,10151.023417767012,0.0788331,5720,0.00967612,2.32769,436000,3.76301,-44.9928,0.0162745,0.0356506,-0.417192,52.82489013671875,0.495814,0.238242,0.573372,-2.56666,0.00160658,-8.84501,120.76,-1146.68,174.523,5.28248929977417,39.9109275640003,-1144.94,26.001,118000,-42.6447267129,0.635474,167.7698087060071,73.2697,38.1921,123.59776331300054
59,6.6547,4.084978693996163,90.0165,0.00543281,125.885,0.597287,0.010075,14.1459,-2.10424,29.446,-2.53627,-42.0793624589,10318.744121711006,0.117299,5800,0.00960654,1.91159,440000,2.45082,22.6199,0.0145102,0.064159,-0.392922,43.791969299316406,0.26234,0.229449,0.535813,-2.8411,0.00161438,-9.38069,123.802,-648.942,88.01,4.379197120666504,39.9174401399996,-594.854,15.7406,120000,-38.3847182396,0.530329,167.65943844699723,13.5274,-28.5626,123.65701961300147
60,6.79422,4.150642603997767,115.32,0.00482678,120.027,0.475037,-0.0147927,16.6473,-2.20049,8.02637,-2.22058,-45.8738781531,10486.477977705006,0.16973,5880,0.00961787,2.04505,444000,3.14102,2.77967,0.0141581,0.0715573,-0.41744,37.707637786865234,0.0259885,0.236012,0.568133,-2.71943,0.00158685,-10.2808,118.015,-820.36,114.589,3.770763874053955,39.979344430999845,-827.724,16.2403,122000,-39.7487199136,0.574907,167.28428512599749,36.5476,-9.19693,123.15429809099987
61,7.43022,4.12917607000054,178.758,0.00544002,98.4679,0.536483,-0.0243447,17.0611,-2.28855,-98.0232,-1.34908,-48.9537986271,10655.831189690009,0.154472,5960,0.00976538,2.53954,448000,3.17007,-106.591,0.0143094,0.0627687,-0.449105,45.67665481567383,0.241552,0.260584,0.449479,-3.2362,0.00169169,-9.70728,95.2163,-1142.8,177.056,4.5676655769348145,40.429478505999214,-1131.67,24.1513,124000,-43.6555491533,0.723492,168.85682015400016,65.0132,97.7246,124.29816557800041
62,22.6081,4.193289666001874,184.309,0.00505262,117.184,0.882605,-0.0786473,14.7632,-2.25365,-97.5633,-1.59187,-42.7212682745,10823.17487737701,0.193377,6040,0.00976213,2.49731,452000,2.66915,-108.347,0.0148401,0.028529,-0.427138,52.31846618652344,0.913458,0.250379,0.735007,-2.84318,0.00158836,-7.7687,111.194,-1275.01,181.494,5.231846809387207,40.92697352900177,-1259.31,47.4038,126000,-39.1677524831,0.689237,168.07507379500385,58.55,98.6926,122.9548106000002
63,9.93492,4.109004899997672,101.714,0.00529807,95.5149,0.694156,-0.0156316,13.3745,-2.02872,2.48511,-2.18176,-45.0206780255,10991.34272122201,0.144872,6120,0.00976633,2.0068,456000,2.64535,-4.3652,0.0139576,0.0249373,-0.411774,33.02217483520508,0.191856,0.234709,0.633334,-2.5472,0.00158656,-8.04234,92.8032,-716.6,101.237,3.302217483520508,40.1959714830009,-715.487,19.2936,128000,-36.1043131954,0.582962,167.89669247399797,25.1489,-0.750988,123.5917160909994
64,4.8037,4.294377624997651,107.238,0.0051716,132.81,0.756163,0.000100948,9.08021,-2.00825,30.93,-2.44776,-40.0407468748,11159.338116524008,0.0610549,6200,0.00959531,1.92327,460000,2.69028,25.3978,0.0142861,0.0379756,-0.396399,39.83991622924805,0.421385,0.227542,0.561226,-2.95827,0.00156693,-11.5535,129.503,-791.027,106.192,3.9839916229248047,40.467701487999875,-781.928,13.749,130000,-36.4826605027,0.538558,167.94973331899746,23.0065,-31.0428,123.18765420599993
65,6.37,4.0457592669990845,139.021,0.00563536,134.052,0.845569,-0.0226508,18.4884,-2.25855,19.8691,-2.27673,-47.9521712898,11328.31109816101,0.160923,6280,0.00958402,2.22736,464000,2.95132,14.4931,0.0143648,0.0723377,-0.404854,44.12797546386719,0.479206,0.236894,0.89026,-3.41496,0.0015419,-9.29478,131.157,-867.331,137.934,4.412797451019287,40.51396439600103,-867.818,14.8863,132000,-44.8552953902,0.57182,169.17196915900058,41.9187,-20.8367,124.61224549600047
66,4.94561,4.290694892999454,115.254,0.00542822,139.816,0.707804,-0.00337229,13.6457,-2.36235,29.1508,-2.41533,-44.4374615142,11497.809891664008,0.135894,6360,0.00969408,2.01852,468000,2.53611,22.4885,0.0147602,0.0528761,-0.393569,46.284183502197266,0.267718,0.227381,0.688164,-2.67429,0.00162733,-8.72655,137.433,-1017.38,113.301,4.628418445587158,40.31594825200045,-1016.84,15.6709,134000,-39.1523649229,0.552747,169.44692412599943,25.7626,-29.1318,124.84028098099952
67,31.0832,4.175257883007362,166.594,0.00483894,125.986,0.706601,-0.0195187,13.4067,-2.07315,-47.4946,-1.81145,-45.2568875225,11667.051374058015,0.154337,6440,0.00975411,2.27859,472000,2.78663,-58.0809,0.0145327,0.0249566,-0.41814,45.23503875732422,0.609251,0.240981,0.628325,-2.57546,0.0016566,-9.18547,122.586,-1106.87,161.894,4.52350378036499,40.36831925700062,-1095.38,27.3655,136000,-38.9927660974,0.655755,169.06675913700929,41.9263,51.1723,124.5231819970013
68,7.65285,4.1788691239999025,199.472,0.00513684,132.258,0.685132,0.00138922,16.7918,-2.32275,-54.3113,-1.81929,-42.9048906944,11835.477377132014,0.152035,6520,0.00972867,2.46784,476000,2.7543,-61.4074,0.014353,0.030191,-0.43443,53.28356170654297,0.486986,0.25074,0.501903,-3.23658,0.00155806,-9.33559,129.691,-1181.06,197.704,5.3283562660217285,40.54364281999915,-1181.77,19.8497,138000,-37.7595201807,0.660653,168.57295371799955,58.2145,53.5943,123.8504417740005
69,5.10503,4.176266482003484,105.313,0.00525717,137.322,0.607648,-0.0077604,9.83538,-2.2222,29.2948,-2.36268,-38.669443552,12004.88947719302,0.101877,6600,0.00953637,2.01745,480000,2.3197,23.7856,0.0140709,0.0364927,-0.407337,37.84231948852539,0.0563316,0.238827,0.671396,-2.2487,0.00158896,-8.90685,134.71,-885.504,103.435,3.7842319011688232,40.39714446899961,-888.073,14.3539,140000,-33.3135715174,0.549685,169.2894563400023,48.7046,-30.1461,124.71604538899919
70,6.95262,4.152607762001935,118.38,0.0054437,134.219,0.68222,-0.0229899,15.1106,-2.09642,17.9758,-2.24199,-43.7299710534,12173.068754628024,0.117512,6680,0.00974957,2.11559,484000,2.75563,12.4121,0.0149022,0.0274596,-0.409362,37.21982192993164,0.08355,0.2391,0.554953,-2.89251,0.00155081,-7.94001,132.197,-860.756,117.302,3.72198224067688,40.520607986998584,-862.83,20.5219,142000,-38.0466995584,0.576817,167.80712962000143,27.4862,-18.6758,123.13391387100091
71,5.06825,4.174287648000245,126.846,0.00550697,138.113,0.618439,0.00720689,16.6721,-2.0692,18.9326,-2.22042,-38.469379636,12342.893103675018,0.125814,6760,0.00978258,2.01292,488000,2.74729,13.0968,0.0135221,0.0362303,-0.41192,31.879852294921875,0.0799751,0.236643,0.62127,-3.1727,0.00152737,-7.66769,136.157,-564.983,126.029,3.1879851818084717,40.8935548240006,-562.221,15.635,144000,-35.3451337518,0.564304,169.77461726100046,31.5602,-18.8309,124.70677478899961
72,5.43588,4.098274200005108,121.4,0.00533176,139.419,1.26514,-0.0133139,13.4939,-2.18035,6.20938,-2.06703,-43.327263587,12511.157825588027,0.12753,6840,0.00957401,2.21559,492000,3.09674,0.282807,0.0146975,0.03824,-0.419258,40.96657943725586,0.498309,0.243988,0.630497,-2.63306,0.00157652,-8.63629,136.932,-866.132,120.132,4.096658229827881,40.944126659000176,-867.106,19.6244,146000,-38.0571041047,0.597794,168.94825268500608,48.7966,-6.5092,123.9058518260008
73,3.90277,4.175164046999271,108.342,0.00533339,138.993,0.646107,-0.0117105,8.39513,-1.99147,53.3967,-2.50624,-44.7511187659,12679.010861776023,0.126532,6920,0.00968868,1.88021,496000,2.53363,47.2254,0.0145929,0.0199735,-0.394665,37.998085021972656,0.198199,0.237431,0.69511,-2.79594,0.00164276,-9.29506,135.781,-791.659,107.559,3.7998085021972656,40.261150954000186,-792.73,12.9124,148000,-36.5302081794,0.523921,167.55561193799986,40.2865,-53.1446,123.1192969370004
74,4.01742,4.093507531999421,80.0574,0.0051498,134.52,0.710081,0.00188227,9.51505,-2.19787,62.4643,-2.65503,-45.1061673216,12848.75178434202,0.144188,7000,0.00973903,1.75533,500000,2.30123,57.1651,0.0156287,0.0451503,-0.386193,37.56100082397461,0.258965,0.226076,0.594774,-2.2352,0.00154805,-12.0922,130.928,-870.443,79.0858,3.7561001777648926,40.55924513299942,-868.231,10.0554,150000,-34.3665454219,0.489475,170.41831256399746,29.501,-62.9643,125.76555989899862
75,6.99614,4.249939619003271,105.843,0.00497101,136.897,0.648424,-0.00878682,7.19909,-2.00913,40.3074,-2.44162,-43.9694561404,13017.779753054023,0.0835861,7080,0.00951583,1.97423,504000,2.2987,34.6372,0.0139957,0.0187076,-0.394915,41.25342559814453,0.0559471,0.231467,0.606804,-2.24843,0.00154354,-8.85725,132.005,-813.056,105.543,4.125342845916748,39.88263935900068,-815.713,16.5427,152000,-41.5059452222,0.547593,168.33262609200392,40.6736,-40.3834,124.20004711399997
76,7.5803,4.138293147996592,189.043,0.00442722,129.975,0.656476,-0.0119471,15.9104,-2.3449,-53.7568,-1.73704,-39.1773492184,13186.725571895024,0.140878,7160,0.0098361,2.42713,508000,2.8338,-63.1845,0.0151529,0.0107838,-0.433885,44.69770812988281,0.1868,0.249833,0.558114,-3.16307,0.0015712,-8.99509,126.157,-1130.24,186.675,4.469770908355713,40.57859212199946,-1123.75,28.8518,154000,-35.1364443483,0.677714,169.27519825399577,39.1492,53.7969,124.55831298399971
77,11.1537,4.100889754005038,135.619,0.00410732,143.339,0.570661,-0.0199322,17.4777,-2.23179,8.98252,-2.04784,-37.9554163092,13355.152117069025,0.147853,7240,0.00960987,2.29516,512000,3.02949,2.31142,0.0146283,0.0209873,-0.414499,41.357017517089844,0.174282,0.244812,0.611649,-3.47146,0.00160266,-8.96152,139.935,-1070.37,133.948,4.135701656341553,40.24979131600048,-1079.65,18.1983,156000,-37.6368106403,0.6168,168.35682962200553,47.8955,-9.85399,124.00614855200001
78,4.6787,4.1653439219971915,153.161,0.00528412,152.534,0.679855,-0.00397867,13.1927,-2.09851,32.9174,-2.52829,-44.1692683731,13523.803685421024,0.0967806,7320,0.00955851,2.03072,516000,2.81908,26.7511,0.0153922,0.0564349,-0.397686,36.7349739074707,0.127583,0.235741,0.691343,-3.07986,0.00161259,-9.90314,149.218,-694.607,152.544,3.673497438430786,40.320528475000174,-680.069,12.7601,158000,-34.6113868775,0.529582,168.8942052479979,24.408,-32.8197,124.40833285100052
79,6.18917,4.198768805998043,122.594,0.00539276,131.02,0.667154,0.00887283,16.8442,-2.06996,16.4494,-2.14327,-38.6117428945,13693.169360831023,0.18435,7400,0.0095433,2.22332,520000,3.44876,9.48039,0.0145705,0.0160647,-0.422776,35.0611457824707,0.211998,0.240338,0.654814,-2.5865,0.00162719,-11.0063,128.571,-901.657,119.925,3.5061147212982178,40.07866752799964,-891.494,17.7036,160000,-35.8981531378,0.594443,169.1228759509977,26.2001,-16.7086,124.84543961700001
80,5.99911,4.071406764005587,151.661,0.00531463,144.938,0.739073,-0.035499,13.6657,-2.18913,23.8059,-2.18002,-42.5522916839,13861.91571861403,0.23929,7480,0.00970341,2.20331,524000,2.34266,17.4995,0.0145542,0.0187276,-0.405817,39.947994232177734,0.21863,0.236408,0.525385,-3.55605,0.00159962,-12.9491,140.739,-1098.92,150.653,3.9947993755340576,40.32259140300084,-1094.92,14.9633,162000,-34.9165038158,0.586274,169.1055044510049,47.4469,-24.1616,124.71150628399846
81,4.82229,4.1096998779939895,124.679,0.00529894,131.098,0.748326,-0.00125409,10.272,-2.24068,27.8791,-2.24811,-41.0073065005,14029.575539595024,0.175109,7560,0.00974283,2.05339,528000,2.29788,21.7732,0.0147449,0.0357302,-0.4091,32.45197296142578,0.137577,0.242951,0.760059,-2.63574,0.00153959,-8.09973,128.277,-789.479,124.071,3.245197296142578,39.96424154499982,-795.744,13.0045,164000,-32.9494498073,0.569915,167.50131234399487,35.2087,-27.6899,123.42737092100106
82,4.77632,4.242836238005111,105.033,0.00515962,152.25,0.71632,-0.012309,8.37528,-2.016,33.8465,-2.22647,-42.0761164513,14198.493961339029,0.14346,7640,0.0095251,2.05277,532000,2.61502,28.8087,0.0149832,0.0146918,-0.411484,39.18874740600586,0.0295719,0.244574,0.721149,-2.54271,0.00162235,-8.21025,148.689,-752.049,104.255,3.918874740600586,40.123269186999096,-744.592,13.2442,166000,-36.602510679,0.569892,168.66076436800358,50.4035,-34.3543,124.29465894299938
83,5.13906,4.069368762000522,92.6244,0.00493404,146.253,0.704619,-0.0158489,13.8456,-2.28596,39.1588,-2.26824,-46.3603011218,14366.635077377025,0.218752,7720,0.0096074,2.10071,536000,2.90064,33.3264,0.0144474,0.0181555,-0.401623,36.42599105834961,0.360409,0.230266,0.643136,-2.63025,0.00162591,-8.41477,143.147,-812.707,90.8224,3.642599105834961,40.38185167800111,-804.486,14.4849,168000,-35.33713626,0.579992,168.31509610500143,45.9049,-39.0884,123.8638756649998
84,16.401,4.14915853000457,119.99,0.0042474,144.254,0.882381,-0.016118,15.1217,-2.12523,56.1759,-2.58492,-38.1640451689,14534.967868193033,0.125962,7800,0.00962766,1.89756,540000,2.69941,47.231,0.0142434,0.0340538,-0.387716,37.591251373291016,0.255552,0.225997,0.593387,-2.86278,0.00155136,-9.07784,139.003,-732.007,116.801,3.759125232696533,40.209171051999874,-719.409,32.1047,170000,-34.5664351228,0.514772,168.21779084200534,34.1727,-54.043,123.8594612600009
85,4.32534,4.212550599997485,127.036,0.00554349,144.458,0.693221,-0.00586761,10.7919,-2.19895,45.9816,-2.41863,-38.7175096723,14703.463393181031,0.154304,7880,0.00953314,1.95304,544000,2.41694,40.0492,0.0139143,0.0607374,-0.389739,37.47490692138672,0.0442295,0.231557,0.732103,-3.24757,0.00161758,-8.38288,141.183,-1028.16,126.515,3.747490644454956,40.3248281340002,-1039.69,15.6793,172000,-34.6742083578,0.547243,168.57609694099847,47.182,-45.9475,124.03871820700078
86,4.38346,4.118759066997882,142.897,0.00519513,150.63,0.57958,-0.015237,15.5344,-2.17037,27.812,-2.22298,-38.6317440805,14871.502866582032,0.083248,7960,0.00959066,2.18408,548000,3.26263,20.3499,0.0141838,0.0334107,-0.408663,38.897178649902344,0.205593,0.23927,0.683295,-3.00002,0.00157402,-8.52886,147.459,-1023.16,140.725,3.8897178173065186,40.24488566400032,-1016.3,16.4846,174000,-34.3535563632,0.578805,167.75416188499912,38.0819,-27.4567,123.39051715400092
87,16.0376,4.1839537379983085,134.18,0.00462296,141.223,0.741336,-0.0114074,17.1388,-2.24951,9.87639,-2.03259,-36.8803345783,15040.964989280032,0.0844418,8040,0.00957226,2.28343,552000,3.0814,2.13775,0.0153029,0.0148785,-0.418608,43.47750473022461,0.392646,0.24566,0.624965,-3.42477,0.00160662,-7.96415,137.845,-1035.77,131.766,4.347750663757324,40.531112819000555,-1023.78,18.2573,176000,-34.0648731524,0.606059,169.45031367599768,55.5226,-7.10779,124.73524711899881
88,7.07504,4.009844456000792,103.685,0.00436325,147.093,0.749004,-0.0383015,8.03913,-2.15407,49.6479,-2.44957,-36.3129941604,15211.090785534034,0.146478,8120,0.00949051,1.96468,556000,2.31527,43.5811,0.0146757,0.0235316,-0.400223,36.94866180419922,0.419123,0.23044,0.666604,-2.59859,0.00162928,-8.77483,142.888,-435.375,100.961,3.694866180419922,40.54418954100038,-438.137,11.958,178000,-32.1438348564,0.536424,169.95281443200292,36.2257,-49.3192,125.39878043500175
89,9.17378,4.1632802080093825,172.082,0.00425648,148.081,0.648757,-0.0198342,11.9191,-2.32412,-26.2104,-1.84403,-36.3389377153,15379.02976966204,0.120204,8200,0.00968861,2.338,560000,2.52905,-33.977,0.0138286,0.0142879,-0.425822,40.66042709350586,0.0270307,0.251089,0.722939,-2.83957,0.00156644,-8.26186,145.866,-979.973,170.395,4.066042900085449,40.71747342299932,-976.798,19.6134,180000,-32.2098736297,0.650527,169.18571961000998,44.0622,26.9633,124.30496597900128
90,3.83697,4.111341973009985,121.718,0.00546947,145.409,0.712908,-0.00308022,20.6245,-2.1603,48.5156,-2.3392,-32.8250044507,15547.890990402047,0.143721,8280,0.00959903,2.22741,564000,2.98261,42.3142,0.0147138,0.0278379,-0.40528,36.708030700683594,0.393092,0.24359,0.737994,-3.29064,0.00165093,-8.42536,142.905,-795.701,119.926,3.6708030700683594,39.472479398998985,-789.021,12.1242,182000,-33.4927974723,0.547592,167.6921388340088,39.0349,-48.3923,124.10831746199983
91,5.38864,4.22867067300831,118.787,0.00564492,138.623,0.687791,-0.0180076,8.92402,-2.15833,8.3037,-1.9516,-34.3183186555,15716.571134746056,0.104362,8360,0.0096944,2.27619,568000,2.24415,1.99312,0.0139652,0.00868317,-0.430922,37.133541107177734,0.157726,0.251199,0.806609,-2.4962,0.00153175,-9.80424,135.964,-734.806,116.513,3.7133541107177734,40.642206683998666,-728.116,13.2351,184000,-32.478724458,0.631965,169.11133983000764,38.7484,-8.39474,124.24046247300066
92,6.69839,4.115200026000821,108.723,0.00532649,141.651,0.799072,-0.00439975,11.3365,-2.20588,30.995,-2.19326,-36.2504014452,15885.318896033063,0.24286,8440,0.00956931,2.14819,572000,2.74023,23.5879,0.0146291,0.0300296,-0.416583,36.45731735229492,0.114713,0.248076,0.709594,-2.76955,0.0016481,-7.80019,138.62,-839.051,106.172,3.6457316875457764,40.211872605999815,-826.208,15.1003,186000,-33.1588629927,0.580426,168.5419970380026,50.4778,-29.899,124.21492440600196
93,6.55534,4.150438036002015,143.138,0.00525517,151.814,0.669454,-0.0164425,15.8184,-2.20573,-31.9777,-1.62282,-37.5578303339,16053.112590834058,0.0725495,8520,0.00975336,2.47102,576000,2.63082,-38.7382,0.0144111,0.00773467,-0.445551,38.455482482910156,0.261767,0.263173,0.634753,-2.62577,0.00159888,-9.2108,148.597,-945.129,141.139,3.845548391342163,40.41881466199993,-940.877,18.6755,188000,-34.1226176551,0.679987,168.59057024399954,41.6345,32.5103,124.02131754599759
94,6.03928,4.126995133996388,95.9865,0.00555344,151.338,0.825963,0.0017348,9.27943,-2.24478,51.9745,-2.32402,-37.0647545908,16222.838894899054,0.112961,8600,0.00974999,2.02423,580000,2.37667,46.0642,0.0146982,0.0193706,-0.40219,36.045799255371094,0.358527,0.246878,0.721326,-2.68792,0.00163052,-9.77366,147.6,-724.459,94.7399,3.6045799255371094,39.62259283700041,-709.32,11.2005,190000,-32.8312062348,0.556574,168.50299459899907,35.035,-52.731,124.75340662800227
95,10.8403,4.160718362007174,127.696,0.00535968,148.3,0.720251,-0.0267306,8.46148,-2.22189,28.8714,-2.12319,-35.841220701,16390.73408269706,0.102678,8680,0.0095423,2.15842,584000,2.27715,24.51,0.013886,0.0113985,-0.416516,35.458683013916016,0.453691,0.239648,0.693158,-2.45244,0.00158168,-10.1926,147.165,-896.934,127.329,3.545868396759033,40.84709100100008,-889.898,15.815,192000,-32.6628411472,0.599689,168.60771508600737,33.5787,-30.9668,123.59990572300012
