Number of train steps total,Number of env steps total,Train Time (s),Q1 Predictions Std,Total Train Time (s),Log Pis Mean,AverageTrainReturn_all_train_tasks,Q2 Predictions Mean,Z variance eval,Policy mu Std,Policy mu Mean,KL Loss,Q1 Predictions Min,Policy mu Min,Q2 Loss,Z mean eval,Policy log std Max,Policy log std Mean,Q1 Predictions Mean,Number of rollouts total,Policy mu Max,Q1 Loss,Q1 Predictions Max,AverageReturn_all_train_tasks,Epoch Time (s),Q2 Predictions Max,Epoch,Q2 Predictions Min,Log Pis Max,Policy log std Std,AverageReturn_all_test_tasks,Sample Time (s),Z mean train,(Previous) Eval Time (s),Log Pis Std,Policy log std Min,Z variance train,Q2 Predictions Std,Log Pis Min,Policy Loss,KL Divergence
636000,1095000,224.06459667906165,690.81696,53824.2578950841,6.587205,-451.5445048910676,-1623.9054,0.009694915,1.558232,0.13850777,154.00839,-5523.1543,-6.255225,1798.4462,0.6563058,0.33553433,-0.6038085,-1608.5845,0,7.6994195,1713.1903,-659.98566,-576.8686600533255,321.3907442120835,-682.93854,158,-5569.394,34.95575,0.15419322,-521.3935068341235,7.6042953645810485,0.65530384,89.72185216844082,5.29344,-1.5254872,0.007016053,691.1833,-10.967714,1619.3604,154.00839
640000,1100000,227.3296948876232,700.4971,54148.630693010055,6.9483347,-470.43241267883866,-1760.2722,0.0013255462,1.5798159,-0.039094545,154.43484,-7164.2236,-7.292085,1951.0461,0.6257243,0.35848737,-0.6204656,-1764.991,0,7.7399607,1837.1184,-732.3977,-615.7518522451046,325.3900832571089,-713.34955,159,-7226.6826,31.664104,0.17632167,-603.6168759729647,7.583111985586584,1.3756434,90.47727638389915,5.6713634,-1.5102453,0.013651515,700.50903,-9.95297,1763.4867,154.43484
644000,1105000,228.7891653534025,630.675,54475.135448106565,6.212188,-468.094660324134,-1561.9166,0.004424995,1.4928316,0.1518229,135.1798,-6156.006,-6.3660617,1846.0881,0.8989886,0.23936415,-0.6490164,-1576.0094,0,6.1976376,1649.0687,-693.78174,-593.5471614132308,325.8340367516503,-714.8535,160,-6111.7573,39.017914,0.1650238,-596.866737502323,7.584070769138634,1.1166308,89.46080062910914,5.3079047,-1.5060501,0.022449786,630.867,-7.8129144,1570.8358,135.1798
648000,1110000,232.69258929882199,720.86816,54805.09579461068,6.3713923,-475.58803324252517,-1659.4926,0.008902702,1.4998684,-0.21968243,152.72318,-6907.131,-7.344986,2026.4613,1.5178037,0.4254291,-0.64702094,-1666.1422,0,6.212757,1859.7426,-662.54645,-549.0544468191648,330.3903334653005,-647.09625,161,-6810.588,33.709274,0.17556916,-588.8012804917204,7.565070511773229,0.97313625,90.13267365470529,5.6395354,-1.6779134,0.0045331423,721.167,-10.286657,1663.0387,152.72318
652000,1115000,223.49769014585763,721.5876,55125.54172951728,7.503269,-488.8125193430374,-1884.4078,0.0026411565,1.6275935,0.015352035,151.20868,-6195.7974,-6.874005,1836.6019,0.5720606,0.10863489,-0.6330421,-1886.739,0,6.637685,1750.0074,-746.4092,-555.9457641377862,320.8324272315949,-772.4505,162,-6101.954,47.30413,0.17231412,-572.404929210339,7.631512110121548,0.359937,89.70322497561574,5.686677,-1.5897613,0.0037362636,722.24133,-7.235388,1884.8079,151.20868
656000,1120000,226.99561871681362,773.68616,55449.46011525206,6.858046,-456.33166429709286,-1959.833,0.003148891,1.5881253,-0.02015317,172.24384,-7169.0146,-8.411007,3002.975,0.73977596,0.2456727,-0.62444484,-1954.8828,0,7.8927712,2793.4165,-832.38824,-549.918901147983,323.8848638050258,-840.7296,163,-7161.9526,45.82021,0.16781783,-520.4644123484993,7.571495156735182,1.4892114,89.31774993147701,5.9471526,-1.6306285,0.018758409,774.7155,-8.022157,1957.8398,172.24384
660000,1125000,224.08955813292414,673.10675,55771.84304657299,7.075559,-443.0669218495374,-1894.6722,0.003985227,1.5575616,-0.2827558,152.29541,-5308.613,-6.639745,2230.2947,0.9033946,0.111789286,-0.6290782,-1901.4375,0,5.7233686,2106.6907,-699.4655,-548.0274793545107,321.02035757433623,-675.7081,164,-5251.4585,39.690132,0.1718969,-552.9791212488385,7.578642210923135,1.2858667,89.35215723048896,5.329499,-1.5837069,0.021512471,672.5796,-12.960059,1897.4238,152.29541
664000,1130000,223.2226662877947,612.74664,56093.02875121031,5.5486846,-483.12483224881555,-1612.0479,0.009579524,1.4420799,-0.03403273,152.31734,-5028.392,-7.962393,1802.3661,0.8215915,0.047675073,-0.6215802,-1608.3141,0,6.559217,1705.493,-633.3324,-550.1338981350525,321.5118109462783,-637.36017,165,-5039.0215,58.530556,0.15214378,-572.6302809512068,7.5734014846384525,1.0399214,90.71574317384511,5.1046915,-1.5164635,0.010125582,613.21387,-7.8929133,1611.0808,152.31734
668000,1135000,219.05868701264262,767.6324,56408.86845602095,6.707611,-459.26510257185015,-1769.3074,0.0029776958,1.5629798,0.03416735,177.55414,-5999.8037,-6.9953218,2009.4602,0.8017554,0.069307745,-0.61825997,-1768.6621,0,6.366501,1985.636,-634.1991,-584.3078999902947,317.0371746076271,-613.3226,166,-6079.0366,40.445213,0.18098235,-515.134861767461,7.5882652932778,0.68860096,90.39022230170667,5.715365,-1.5888537,0.005586074,768.4514,-8.714527,1768.8567,177.55414
672000,1140000,226.16668326221406,645.3535,56732.176055916585,6.0417037,-467.39271617687956,-1818.5457,0.0109900925,1.510089,0.0033241063,156.78903,-6564.037,-7.227016,1789.3564,0.8208294,0.35982662,-0.6112722,-1815.64,0,6.0888295,1877.2098,-648.42993,-587.2999330498875,322.91942824516445,-672.0513,167,-6587.251,34.44442,0.17024541,-553.3637118882973,7.558999612927437,1.4366958,89.19374537002295,5.217564,-1.5175467,0.015411961,644.75616,-11.285976,1816.2792,156.78903
676000,1145000,219.6018354576081,705.52716,57048.82238852605,6.457442,-459.4249899292316,-1775.6449,0.006517111,1.5099771,-0.17168736,157.10956,-6428.099,-7.786885,1880.9803,0.5196184,0.41317195,-0.643068,-1768.802,0,6.247033,1816.4508,-674.979,-526.7920609728192,316.7568271867931,-689.0501,168,-6433.2637,42.3649,0.17335877,-603.7847419603779,7.572288115508854,1.2456023,89.58270361367613,5.5569634,-1.5918103,0.014063336,707.0571,-9.213385,1771.7532,157.10956
680000,1150000,223.44048710819334,645.0435,57369.37240623217,6.3209143,-466.2882516599122,-1630.2562,0.0038631,1.5108025,-0.012388444,145.41855,-6675.8003,-6.9729424,2299.5115,0.47804475,0.28020948,-0.63512194,-1634.4485,0,8.50074,2439.2122,-769.83356,-570.0703243929288,320.505040849559,-755.0688,169,-6646.034,43.0441,0.17978303,-588.4825954107133,7.591630302369595,0.48652416,89.47292343899608,5.6666126,-1.5702418,0.006932729,644.521,-8.622835,1632.0968,145.41855
684000,1155000,225.1027942765504,630.32385,57691.51671113167,7.0440283,-473.7598830593879,-1760.2416,0.0027163737,1.5727985,-0.1497864,154.65625,-6332.7295,-8.217645,1687.2903,0.45130163,0.037755728,-0.6183432,-1754.2227,0,6.3095617,1654.681,-578.4977,-530.3072859924553,322.23556659556925,-590.37085,170,-6318.7007,38.91883,0.17465849,-539.7550824228732,7.61401648260653,0.65268916,89.51875583641231,5.567388,-1.6548008,0.005665207,628.65533,-8.211011,1756.8759,154.65625
688000,1160000,228.47146458365023,557.69635,58017.664172651246,5.8680525,-520.8182460574903,-1686.9568,0.0037240882,1.4732149,0.039027777,147.46216,-5572.4346,-6.8670616,1720.7994,0.90637875,0.18210018,-0.6389077,-1674.3977,0,6.866741,1669.9647,-642.9662,-616.8378009001202,325.4969932883978,-664.5029,171,-5602.2827,39.128075,0.1560841,-512.0636617958651,7.597066809423268,0.9644332,89.42846189532429,5.119334,-1.4606266,0.014911112,557.8226,-8.06755,1682.2543,147.46216
692000,1165000,219.59831007011235,574.7511,58334.12456996553,5.939709,-424.79964489007364,-1557.9851,0.0038146493,1.4725019,0.022924984,149.51631,-5128.111,-7.4709234,1598.0452,0.9056988,0.12570053,-0.6311716,-1548.6501,0,7.2343984,1679.4183,-518.0329,-532.6405775335068,317.2237429404631,-531.4129,172,-5129.477,39.684654,0.17664729,-567.1229193090447,7.545562683604658,1.2093458,90.07987018674612,5.0755644,-1.560844,0.0066973427,575.7267,-10.16861,1553.8718,149.51631
696000,1170000,218.554729167372,713.5001,58650.284407406114,7.3020415,-428.47442942654135,-1684.4017,0.0034608315,1.6186532,-0.15728293,157.63133,-7017.5537,-12.75272,2364.8088,0.6568929,0.7805777,-0.627679,-1690.0554,0,7.0469174,2193.78,-680.2453,-502.2498032688436,315.451339523308,-652.99274,173,-7005.3667,58.12188,0.18211228,-589.9610589949468,7.579092079773545,1.1696177,89.31751827616245,6.107826,-1.5204177,0.008091189,713.24457,-8.164366,1686.6868,157.63133
700000,1175000,231.9192553209141,640.8091,58979.056308075786,5.648204,-396.54696952027945,-1693.8018,0.009313698,1.4365817,-0.10791229,143.89496,-6728.0884,-7.379656,1439.9374,0.7960819,-0.07061136,-0.63838017,-1694.6165,0,5.989348,1416.537,-752.69464,-581.4498607268745,329.54364937357605,-744.6839,174,-6858.3755,35.156708,0.18083584,-594.3067780008912,7.597404266707599,0.49705157,90.02698978595436,5.1425753,-1.617276,0.003547483,641.6697,-9.209961,1693.6383,143.89496
704000,1180000,223.18123276811093,739.41504,59299.10037823394,6.471582,-452.4037897486626,-1689.6439,0.0038738928,1.5444555,-0.09615922,148.97177,-6239.1733,-12.752218,1997.388,0.43979287,0.81251466,-0.5921466,-1686.6246,0,6.646211,2050.104,-478.23795,-567.7306737254469,320.00207509472966,-482.7183,175,-6297.763,40.828995,0.16657357,-524.1595128605127,7.564422878436744,1.2697195,89.25641944818199,5.4457603,-1.6115861,0.0038141285,738.6685,-7.9709797,1688.2186,148.97177
708000,1185000,222.70804684329778,592.93036,59619.37644476723,5.4430437,-509.87111299425766,-1695.1344,0.001238581,1.4419372,-0.004375887,139.63666,-4960.678,-6.09498,1720.7988,1.0334704,0.08833319,-0.6257388,-1701.9043,0,6.950105,1634.7852,-827.6951,-611.3611573689479,319.581154380925,-814.3874,176,-4924.744,29.474586,0.17112182,-616.6990679551598,7.573825236409903,0.82710934,89.29928230121732,5.027976,-1.5263861,0.0022759067,591.8833,-9.295958,1699.5107,139.63666
712000,1190000,233.0228086244315,786.5664,59948.968602619134,6.3999357,-445.7045615413729,-1695.7191,0.0023247502,1.5062814,-0.0037463873,158.58426,-6895.346,-6.4099007,2290.545,0.28881162,0.041950762,-0.6394205,-1689.3372,0,6.9365673,2340.5474,-597.0683,-566.2750799898043,330.6082763765007,-608.11896,177,-6947.3994,35.0821,0.18650325,-537.6555423850536,7.59032476413995,0.8582632,89.99514298792928,5.296977,-1.6903056,0.0072601503,787.4177,-9.41227,1692.4305,158.58426
716000,1195000,228.66658452898264,538.7259,60274.38769269362,5.5581417,-499.5833477263039,-1387.4031,0.006354573,1.4427493,0.042594947,135.38414,-6189.307,-5.7805877,1539.304,0.7501696,0.040421307,-0.613552,-1383.988,0,6.7205887,1585.124,-518.03284,-615.1426215608831,325.17806310392916,-534.02344,178,-6263.5996,37.439217,0.17708774,-561.5354882404511,7.531465087085962,0.88520014,88.98001348786056,4.9514346,-1.577827,0.008841107,538.9757,-8.802717,1385.8928,135.38414
720000,1200000,218.58084363024682,674.7143,60589.57103092503,6.100312,-484.0448198407721,-1856.7582,0.0021274956,1.484243,0.16192631,156.09682,-6661.5513,-6.8639183,1718.8514,0.4189281,0.23995507,-0.6256833,-1856.9094,0,7.2029567,1736.816,-721.76495,-550.4347510617627,315.371036821045,-742.6866,179,-6701.641,40.332764,0.19377461,-575.2426411847168,7.5682785930112,0.48968402,89.22191459778696,5.284135,-1.702035,0.002849991,677.32007,-9.824986,1856.0781,156.09682
724000,1205000,225.09667741507292,602.1936,60912.471982830204,6.030103,-519.0006688884087,-1570.7678,0.0021278025,1.4740167,0.059141837,144.4509,-6207.082,-5.589016,1568.7448,0.8921571,0.08574742,-0.64491284,-1588.4697,0,6.098637,1433.1678,-890.9594,-611.271063580448,321.6719760661945,-874.25183,180,-6119.491,42.531883,0.22483408,-546.9406847982536,7.540072907693684,0.7911991,89.03522574342787,4.961909,-1.8610826,0.0047951997,601.309,-9.038841,1582.8601,144.4509
728000,1210000,224.12116440944374,779.7231,61234.12451968063,6.506564,-442.8154880060072,-1890.877,0.0042285207,1.535271,-0.10845061,159.2074,-6462.858,-7.854874,2182.7837,0.9942789,0.33159876,-0.63558245,-1875.4827,0,6.1028905,1896.7444,-667.7282,-488.54089471392393,321.92157078161836,-688.1077,181,-6510.117,36.538994,0.18184115,-560.8350417639539,7.535204159095883,0.79720324,90.26520221307874,5.381143,-1.6206203,0.008749145,780.21655,-9.0026,1885.0664,159.2074
732000,1215000,226.92055523395538,669.4666,61558.53190707881,5.944411,-401.3990988244269,-1741.1364,0.0063578514,1.4695314,0.057509877,145.78629,-6876.9067,-6.335549,1646.5204,0.693332,0.1352188,-0.6529526,-1746.2014,0,6.246038,1651.1517,-764.83923,-467.9734308079877,324.4791993945837,-754.75336,182,-6861.4927,36.383553,0.19780459,-537.3267340156739,7.561289100907743,0.64320767,89.99735505972058,5.387095,-1.7913295,0.004826974,668.94116,-8.137269,1743.6469,145.78629
736000,1220000,220.17774116806686,625.5803,61875.33915863,6.727118,-457.08953685975916,-1686.7854,0.0063895015,1.5339577,-0.14048843,152.7551,-6347.8115,-7.227508,1843.8021,0.55057746,0.11486858,-0.64800584,-1691.4861,0,7.1812267,1791.9813,-700.20886,-572.2312540102938,317.6585856759921,-675.91077,183,-6364.473,56.907654,0.18545038,-494.3082265378553,7.5548565005883574,0.84622794,89.92598800733685,5.313212,-1.6496992,0.007155259,625.1703,-7.67762,1688.2484,152.7551
740000,1225000,224.4369701007381,619.41016,62196.74773185421,5.4776626,-481.6875686991133,-1735.0039,0.0072966465,1.4562916,-0.018243898,126.75812,-6185.3286,-6.8006086,1646.5992,0.69095296,0.13936383,-0.62133473,-1730.2703,0,7.143336,1761.4105,-635.5922,-613.5136799367691,321.05269894283265,-623.94116,184,-6130.5264,56.93701,0.18786095,-566.3132578223426,7.539976032450795,1.087224,89.07575280964375,5.2668705,-1.6993276,0.014859718,619.22424,-9.99702,1732.6351,126.75812
744000,1230000,220.39209972787648,610.67786,62513.69904241525,5.5651565,-404.7662211854812,-1582.6987,0.003296345,1.4511051,-0.09010293,141.52805,-5501.3076,-6.852816,1667.9501,0.5970128,0.13373375,-0.62527144,-1584.3235,0,6.957647,1599.6292,-583.54224,-532.4676942766839,317.3749514007941,-622.6824,185,-5491.0156,41.26574,0.17093535,-568.6633967507713,7.550795438699424,0.61278915,89.43205623421818,5.245043,-1.6360276,0.004621857,611.2139,-9.307383,1583.0006,141.52805
748000,1235000,228.1004766114056,672.503,62838.47940893378,5.9728727,-476.4389176337861,-1786.8698,0.0020179073,1.4854355,0.014131293,146.20279,-6065.2446,-6.2386746,2158.4878,0.7667933,0.13734257,-0.6373314,-1801.9531,0,5.811459,2128.4207,-636.86176,-552.9070158246801,324.63746537454426,-639.14264,186,-6064.6724,38.828087,0.17567976,-591.8427658791056,7.527414435520768,0.3605848,89.00957432761788,5.2044907,-1.8342156,0.0045635635,671.51086,-8.344151,1796.9291,146.20279
752000,1240000,222.84143941663206,694.4544,63158.32378553413,5.8105116,-440.0662283917179,-1403.0416,0.00330262,1.4642401,-0.015559414,154.41608,-6138.4585,-7.7966957,1740.6152,0.6850209,0.27528405,-0.65330696,-1404.247,0,6.187556,1740.6321,-509.39062,-534.2321683982808,319.565576239489,-504.64838,187,-6115.831,39.41571,0.19015783,-568.5664192939076,7.570600271224976,0.87636197,89.15353655163199,5.254777,-1.6762118,0.007381656,692.7102,-9.698393,1402.8424,154.41608
756000,1245000,239.40549559798092,644.1317,63494.41150197107,5.8156238,-392.04771455296736,-1741.071,0.0027782328,1.4540173,-0.12073705,151.6106,-6673.187,-6.533253,1743.8317,1.4734969,0.26418388,-0.6295365,-1730.0986,0,6.2913876,1661.9911,-611.6914,-453.33146844533013,336.3529085358605,-598.7519,188,-6741.8623,32.76173,0.19642341,-554.2281452707437,7.514050482772291,1.3936102,89.43336245510727,5.017237,-1.5917711,0.011320306,643.6385,-6.3045497,1737.4043,151.6106
760000,1250000,222.837850372307,706.76953,63815.16486806236,6.268186,-471.03670904648715,-1633.0789,0.004610007,1.4974854,-0.2303241,140.46654,-6830.514,-9.19875,1798.2109,1.4898584,0.1383214,-0.621895,-1630.2473,0,6.5264535,1722.1034,-691.1706,-585.1467062916629,319.58435846306384,-697.71216,189,-6808.0996,37.97741,0.18047519,-609.0862116046334,7.577183091081679,0.4956557,89.16932499967515,5.5908556,-1.5907516,0.009237612,705.6123,-10.034246,1631.7333,140.46654
764000,1255000,221.19287517201155,707.44354,64132.830261601135,7.3760633,-439.0350967391716,-1816.2117,0.005799819,1.5840771,-0.09805532,163.02985,-5153.5083,-7.909379,1972.8265,0.6585643,0.19292033,-0.6474853,-1821.3119,0,5.894682,1879.2855,-659.6662,-496.7751984636454,319.08173084259033,-683.3265,190,-5153.4165,36.630962,0.2033917,-548.0832680524577,7.54972963873297,0.5085388,90.33912603184581,5.1719613,-1.822183,0.0070680096,706.4298,-7.5369163,1818.4133,163.02985
768000,1260000,230.58450863603503,624.88763,64460.79268479254,6.4474397,-424.4372357219609,-1655.275,0.0026643998,1.519618,-0.07702074,148.75232,-5648.04,-7.761495,2229.4138,0.64408207,0.23022461,-0.6234917,-1666.7614,0,6.4903975,2114.4575,-549.1916,-569.9433321845416,327.0295904427767,-522.6005,191,-5594.0513,45.795143,0.18118997,-580.7847218076615,7.52115932200104,1.0739216,88.92392248474061,5.426188,-1.6308053,0.018073043,624.24097,-8.793544,1662.0289,148.75232
772000,1265000,219.77652984764427,708.1507,64777.30657828599,6.7421045,-429.71661633313664,-1825.4469,0.002862235,1.5323579,-0.16986422,147.43167,-6228.2217,-7.489769,2108.366,0.5130098,0.020600617,-0.6461116,-1815.264,0,6.486983,1974.0918,-714.54834,-490.7494782331403,317.21137816179544,-739.5917,192,-6292.513,44.349075,0.18679827,-526.4356516096306,7.577184909954667,0.80292606,89.8576634041965,5.534504,-1.7274022,0.009936453,709.1164,-10.076057,1821.0826,147.43167
776000,1270000,230.41976747009903,589.5056,65105.25841773022,5.6187205,-498.2943647602106,-1558.3533,0.0038331344,1.4398383,-0.108704664,140.75865,-6520.4067,-9.473871,1657.2822,1.0096892,0.1233564,-0.63823307,-1566.6807,0,6.492285,1560.665,-777.2046,-551.9767082156268,327.81850634142756,-748.745,193,-6490.7246,30.111755,0.18279545,-564.8992973382058,8.236963350325823,0.81265575,89.16177552100271,5.138069,-1.5590246,0.008187328,588.98596,-10.3073,1562.9905,140.75865
780000,1275000,239.45367580652237,650.86694,65441.51079210732,7.2445707,-427.4501958162531,-1789.7076,0.005706104,1.5530076,-0.23253512,135.63467,-6505.0234,-9.517383,1736.432,0.722473,0.08106995,-0.65814674,-1784.7305,0,5.830353,1659.1631,-750.6751,-543.8079330663028,336.3296833494678,-767.93164,194,-6503.6367,51.901443,0.20734382,-587.106001692196,7.580153320915997,0.88451326,89.29585422202945,5.386549,-1.7997743,0.009025027,650.50916,-6.0910234,1786.4934,135.63467
784000,1280000,225.79054167307913,689.69226,65764.17032101937,6.4726133,-447.7705710296258,-1678.5984,0.004305088,1.5133294,-0.15069921,152.54044,-7730.0205,-6.505953,1842.1252,1.032008,0.04940337,-0.6336523,-1666.4006,0,5.825883,1775.8676,-592.78296,-513.0865728606361,322.53696961235255,-614.619,195,-7649.6074,36.93483,0.19340399,-557.9059756096283,7.5266038766130805,0.398909,89.21982406266034,5.2594748,-1.8431573,0.0116092255,688.32196,-8.595713,1673.5289,152.54044
788000,1285000,237.37003907281905,748.29095,66099.11622052733,6.6787615,-440.51410392281264,-1748.3723,0.005072096,1.5342102,-0.088685654,147.35379,-7619.537,-6.4573283,2279.0183,0.7234477,0.11921245,-0.6515678,-1736.3258,0,7.484515,2262.1892,-724.32336,-563.9929424031382,334.25664277002215,-746.8041,196,-7802.3384,56.432568,0.19390161,-523.1152920289754,7.543319385498762,0.52417415,89.34328431170434,5.2444453,-1.7278996,0.012650276,749.5308,-8.302128,1744.1539,147.35379
792000,1290000,235.005702951923,632.56146,66431.8403301835,6.3714533,-452.83583716333334,-1658.5045,0.0017704796,1.5141037,0.055981636,161.29037,-5622.4336,-6.6188216,1700.3606,0.9190093,0.16074902,-0.6155532,-1675.2507,0,6.2924604,1586.463,-623.60535,-537.333049264163,332.57500758580863,-607.37646,197,-5596.744,33.977173,0.18917707,-525.1466468859251,7.535739736631513,1.5004069,90.03356489725411,5.147317,-1.64149,0.011113742,631.22534,-8.385026,1670.4303,161.29037
796000,1295000,219.96018919721246,628.4505,66748.20067439228,6.2663603,-390.44488429112727,-1631.6431,0.0028700847,1.5089147,-0.07649018,157.0861,-4708.448,-6.343038,1409.6736,1.0118587,0.114682734,-0.6252881,-1633.3951,0,6.09946,1424.3938,-657.43427,-487.3687127483862,317.6958151459694,-663.90125,198,-4711.391,33.41844,0.18862957,-598.5584051996759,7.55188097152859,0.81451464,90.18374497722834,5.2991962,-1.766362,0.008459577,628.05804,-8.89496,1632.1934,157.0861
800000,1300000,243.4855480492115,622.9198,67089.20547292847,7.05408,-439.6779726027778,-1777.1797,0.002578168,1.5443991,0.17360373,148.58655,-6307.4683,-5.633515,1902.7289,0.9326142,0.08500868,-0.65643084,-1770.8138,0,6.507375,1783.5809,-556.6379,-545.8817435178865,339.87058631516993,-583.3835,199,-6327.091,35.511997,0.20300661,-542.3880350659468,7.535700058564544,0.865129,88.84933820739388,5.383912,-1.8345689,0.0037876114,621.8376,-9.82144,1773.3864,148.58655
804000,1305000,226.95809022244066,606.436,67413.52940264717,6.5287933,-450.5813559843649,-1659.3802,0.009899092,1.5532684,-0.0485964,140.33795,-4743.4585,-6.298408,2419.923,1.2301033,0.3558619,-0.59905064,-1659.2084,0,7.9201818,2394.4128,-693.48645,-504.8661730975124,324.4864228013903,-704.0463,200,-4786.535,36.121037,0.17183445,-614.7930494187175,7.543723369948566,0.9775878,89.98460920900106,5.296533,-1.4922955,0.004650786,606.3156,-7.4926543,1659.0664,140.33795
808000,1310000,222.68099227827042,715.23065,67733.16007955931,6.8865404,-403.577254846358,-1763.2019,0.0026355267,1.5281959,0.02415284,153.39845,-5192.4614,-7.2581463,1965.3987,0.80448323,0.04306072,-0.67985487,-1766.3777,0,7.0008345,1801.3672,-663.49365,-514.3831856622357,320.04920936375856,-666.4804,201,-5208.2065,40.144966,0.20850007,-525.2405715177888,7.545036462135613,1.4174162,89.82318062335253,5.4500995,-1.919471,0.008246015,713.6555,-6.8210526,1763.1464,153.39845
