Policy Loss,Sample Time (s),Policy log std Mean,(Previous) Eval Time (s),Z mean eval,Policy mu Std,Log Pis Std,R Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Train Time (s),Number of env steps total,Log Pis Min,V Predictions Min,Policy log std Min,KL Divergence,Z variance eval,Q Predictions Min,KL Loss,RF Loss,V Predictions Std,Log Pis Max,AverageReturn_all_train_tasks,Epoch Time (s),R Predictions Min,V Predictions Max,Q Predictions Mean,Z mean train,Z variance train,Number of rollouts total,Policy mu Min,Epoch,Q Predictions Max,Policy log std Max,Policy mu Max,R Predictions Max,R Predictions Std,Number of train steps total,VF Loss,Policy log std Std,QF Loss,Total Train Time (s),V Predictions Mean
-2432.35,7.235533727027359,-0.43614,59.0205484170001,1.6958,0.972101,9.94222,-0.0174707,-0.135032,969.030855483,0.0553018,978.089,377.9867202900059,1012000,-15.2188,-10.8931,-2.03034,1199.397216796875,2.34517e-09,-29.7089,119.9397201538086,543.082,955.182,68.0787,966.509461505,444.24280243403336,-0.215099,3406.38,2376.09,1.11574,2.32641e-09,31950,-5.71158,202,3400.68,0.16195,5.31212,0.0990225,0.0330083,812000,3060.75,0.246332,6695.81,92686.91716662826,2416.71
-2622.57,7.01413348200731,-0.430372,57.613686219003284,1.37638,0.945924,10.0526,-0.0167887,-0.594534,969.941084526,0.103229,996.943,378.36211800199817,1016000,-17.6201,-18.8157,-2.84207,765.1878662109375,2.62543e-09,-1.70893,76.51879119873047,566.804,979.3,82.8118,975.346582115,442.98993770300876,-0.223043,6929.09,2590.28,1.3983,3.55127e-09,32030,-5.31496,203,6910.56,0.407959,9.36888,0.10026,0.0323459,816000,3583.03,0.256591,6741.22,93130.89427054924,2648.12
-2412.72,7.3338850409927545,-0.419075,58.602976530004526,0.744703,0.925436,9.78885,-0.0198722,-1.10835,969.593531158,0.0665458,912.647,377.55452037299983,1020000,-15.6445,-11.4475,-2.26338,777.0947265625,1.85224e-09,-36.6499,77.70947265625,560.988,890.491,69.2772,966.508167593,443.4913819439971,-0.262616,4459.41,2379.03,1.82678,1.46102e-09,32110,-5.3935,204,3887.08,0.200736,5.79296,0.170257,0.0341176,820000,2609.97,0.241377,5440.71,93574.91264863026,2422.27
-2553.91,7.306447417009622,-0.428649,59.131672465009615,2.76989,1.02053,12.4336,-0.0172221,0.447973,434.120219582,0.0404106,1063.04,377.34830036699714,1024000,-20.2389,-30.1099,-3.16386,845.267822265625,1.06693e-09,-51.3053,84.52678680419922,569.039,1042.45,87.0484,527.919387027,443.7864202490164,-0.173891,13648.0,2495.28,4.09347,2.5209e-09,32243,-6.99499,205,14046.7,0.166219,6.9269,0.122855,0.0317876,824000,8204.61,0.251363,14018.8,94031.2191746933,2542.39
-2545.54,7.631792498039431,-0.479203,71.65335050098656,4.73824,1.13073,12.5742,-0.0184699,3.63318,679.142046826,0.20131,1264.38,377.3096441039961,1028000,-16.3479,-16.915,-2.47091,2129.019287109375,2.01044e-09,5.18149,212.9019317626953,583.111,1280.72,66.4836,679.793806418,456.5947871030221,-0.25337,10897.6,2481.79,9.60985,2.4261e-09,32384,-7.14117,206,11445.1,0.251562,7.38144,0.103133,0.0333485,828000,10722.9,0.274971,24184.0,94491.47196382532,2541.47
-3147.55,7.29473766501178,-0.574375,75.31331446900731,1.69169,1.35005,11.4658,-0.0145474,10.2843,762.551171882,0.244887,1715.37,379.0640836889943,1032000,-14.0346,-16.9334,-2.52505,2418.376220703125,1.62095e-09,-23.2627,241.83763122558594,573.203,1760.24,73.9818,808.25816829,461.6721358230134,-0.166728,12092.3,3059.01,4.72474,1.88193e-09,32504,-5.90972,207,11207.1,0.708069,7.66823,0.174391,0.032148,832000,16771.6,0.293833,60523.1,94949.05026697133,3151.53
-5150.65,7.582625332011958,-0.681684,71.22134130900668,2.56307,1.51204,11.6502,-0.016145,15.2726,760.639612176,0.253386,2284.25,377.7288526290067,1036000,-16.7952,-27.896,-3.04376,1849.939697265625,1.80876e-09,7.69121,184.9939727783203,568.484,2282.84,80.8244,794.28810314,456.53281927002536,-0.188553,9731.11,5010.85,8.19766,1.18923e-09,32617,-10.7989,208,9717.79,0.713056,6.36624,0.169292,0.031795,836000,14165.9,0.331747,45724.0,95404.70244435135,5139.5
-4708.4,7.466120828001294,-0.631302,70.34209015200031,2.87006,1.40667,12.0619,-0.0153752,11.6387,681.80678651,0.196874,2367.91,375.89077722100774,1040000,-14.5879,-4.18251,-3.12336,1360.0543212890625,1.54819e-09,-56.537,136.00543212890625,542.14,2348.5,87.7983,758.356717603,453.69898820100934,-0.289724,8522.56,4593.47,6.17103,1.27088e-09,32718,-8.68406,209,8509.61,0.419486,6.06826,0.187978,0.0369493,840000,12538.9,0.323253,41432.1,95858.9964388814,4719.52
-5677.65,7.437345344995265,-0.595109,70.9392865080008,3.48525,1.36543,12.4872,-0.0146174,10.0183,919.535977198,0.101103,2413.67,377.5349270810111,1044000,-16.1021,-46.8744,-2.68594,2337.12158203125,2.88904e-09,-29.8102,233.712158203125,563.544,2375.02,78.8641,936.84136454,455.9115589340072,-0.242941,8833.46,5590.16,2.09403,2.44817e-09,32803,-6.8315,210,8837.49,0.423131,6.33559,0.103947,0.0308529,844000,12315.0,0.305979,70909.2,96306.42239797939,5678.92
-4366.04,7.329393631007406,-0.562915,62.455311529993196,2.1579,1.21996,12.104,-0.0157586,6.08366,970.016949361,0.0176656,2334.59,376.99680189399805,1048000,-17.4453,-16.7389,-2.73575,2772.20849609375,4.22006e-09,5.85776,277.2208557128906,551.693,2302.96,95.5217,943.578130722,446.78150705499866,-0.213507,7836.72,4295.01,7.74656,1.45988e-09,32886,-8.98407,211,7982.21,0.552804,7.43303,0.186978,0.0321611,848000,8120.89,0.309335,20032.8,96751.7378904594,4356.87
-4469.65,7.045079096991685,-0.523392,60.99093052900571,5.35547,1.1706,11.9974,-0.0173285,4.60473,955.478497656,0.00530917,1974.76,378.3815056320018,1052000,-16.7241,-8.46862,-2.1402,1619.5638427734375,2.3851e-09,3.95704,161.95639038085938,547.732,1931.28,84.6173,951.450625364,446.4175152579992,-0.218304,7000.49,4410.6,3.51382,1.92207e-09,32966,-10.1142,212,6995.35,0.165403,7.6085,0.131303,0.0324791,852000,6923.58,0.283743,35975.7,97199.64505782838,4470.73
-4123.1,7.4308718950196635,-0.525756,62.482232872993336,1.87448,1.16258,12.2967,-0.0133732,4.36521,950.728366234,0.00661242,1607.79,378.8816058109951,1056000,-15.2088,-41.648,-2.7782,1085.7899169921875,1.84802e-09,1.80878,108.57899475097656,590.28,1574.1,84.3258,961.421072529,448.7947105790081,-0.280964,6089.78,4061.83,4.13497,1.73424e-09,33047,-6.66181,213,6418.17,0.319404,6.80406,0.158272,0.0352508,856000,7237.25,0.285597,14865.8,97647.58831237142,4128.73
-3708.75,7.185862918006023,-0.507827,61.632888587002526,4.53649,1.07459,11.6278,-0.0168207,2.30504,966.098320653,0.0129869,1472.93,377.37512128100207,1060000,-16.326,2.43303,-2.74751,947.8151245117188,2.16031e-09,-15.2385,94.7815170288086,580.047,1425.83,70.2732,963.280950378,446.1938727860106,-0.215959,6346.54,3664.85,1.92637,1.73033e-09,33127,-8.6702,214,5959.15,0.479827,5.89763,0.154731,0.0368786,860000,4696.05,0.270876,9853.96,98091.75149555043,3716.31
-3350.65,6.838672095007496,-0.483999,59.60356301200227,1.57536,1.05711,10.886,-0.0164262,1.81078,935.217550956,-0.037326,1438.81,376.7161686079926,1064000,-14.547,-24.4994,-2.64532,1012.7276000976562,2.58318e-09,-7.86464,101.27275848388672,570.716,1411.01,66.7552,923.30662893,443.15840371500235,-0.225219,6056.47,3312.8,9.01822,2.12893e-09,33207,-6.17116,215,5833.57,0.218523,8.74796,0.137433,0.0332927,864000,4026.93,0.268682,9924.41,98540.75527675742,3362.29
-3266.45,7.148087679015589,-0.459311,65.45050288499624,2.52519,1.01312,10.9107,-0.0148267,0.740201,970.861685674,0.0121346,1207.36,379.52158740699815,1068000,-15.2072,7.35778,-2.52402,744.7833251953125,1.86315e-09,25.0738,74.47833251953125,570.499,1175.53,77.0715,971.970007265,452.12017797101,-0.176738,4304.27,3233.21,2.78329,2.24398e-09,33287,-7.56882,216,4290.07,0.360254,8.55558,0.196147,0.0322288,868000,3388.2,0.264854,6851.96,98985.53691095544,3283.76
-3076.8,7.301360844023293,-0.457392,58.1137332960061,1.65123,1.04507,11.9889,-0.0205726,1.25099,954.954281395,-0.00819454,1217.19,377.44782662799116,1072000,-21.1647,-32.7059,-2.34347,1187.258056640625,2.4347e-09,-27.5951,118.7258071899414,583.795,1180.97,63.7289,960.125011745,442.86292076802056,-0.209049,7194.73,3027.17,1.88114,1.52011e-09,33367,-7.44349,217,6911.84,0.724833,8.99261,0.171019,0.0335021,872000,3229.29,0.267319,8011.53,99431.09469957447,3076.38
-2802.83,7.256034834994352,-0.438136,60.810483854002086,1.02231,0.969273,10.3425,-0.0120361,-0.174274,961.055565894,0.0177755,1050.61,378.50160816300195,1076000,-16.5694,-14.3098,-2.53743,548.6006469726562,2.16425e-09,-188.903,54.86006546020508,568.851,1025.54,73.6643,967.149221919,446.5681268519984,-0.192147,4085.36,2774.93,1.54051,2.11401e-09,33447,-6.1957,218,4025.0,0.228372,7.00583,0.131372,0.0332168,876000,3341.2,0.255523,7037.0,99881.21434945447,2820.18
-2677.03,7.447517124994192,-0.448937,64.36441897500481,1.19862,0.96159,10.3451,-0.0153343,-0.299559,875.292014733,0.0315919,1010.57,389.5602061840036,1080000,-17.2702,-85.263,-2.53049,628.9622192382812,2.63944e-09,-28.4362,62.89622116088867,569.304,993.449,61.6941,897.690990989,461.3721422840026,-0.253052,5121.69,2645.62,1.63519,1.7039e-09,33533,-5.96822,219,5011.13,0.282833,4.88753,0.137342,0.0345166,880000,2930.87,0.256375,7212.11,100352.3531531245,2690.43
-2945.31,7.6410027489910135,-0.447588,74.13248842800385,2.69817,1.04286,11.8879,-0.0165424,1.09839,750.953005865,-0.00283235,1290.63,389.6742849019938,1084000,-15.4819,-23.9976,-2.8249,1603.305908203125,2.173e-09,-12.4768,160.33059692382812,572.034,1287.75,72.9158,755.348949571,471.4477760789887,-0.235078,8157.9,2880.24,1.15391,3.91244e-09,33643,-5.94494,220,7876.5,0.330857,7.36844,0.131933,0.0321885,884000,5267.76,0.274177,10746.2,100831.4185135515,2924.72
-3814.24,8.071916994973435,-0.71373,81.75196376099484,2.64138,1.49494,10.5871,-0.0137826,14.9596,924.36402284,0.179551,2046.9,388.34631284199713,1088000,-13.6452,-27.8722,-2.3274,1329.2962646484375,2.65388e-09,-74.546,132.92962646484375,558.891,2144.38,85.1622,941.643184254,478.1701935979654,-0.198819,10225.4,3620.76,5.37533,3.02886e-09,33731,-6.49319,221,10036.2,0.334912,6.18842,0.104764,0.0307354,888000,9203.87,0.356582,44475.5,101296.18179234644,3815.41
-4288.03,7.697532185004093,-0.672629,68.34700578199408,6.18349,1.31993,10.9741,-0.0139128,10.0851,955.571358357,0.128495,2346.35,387.60378350201063,1092000,-14.8543,-4.35407,-2.58378,1727.448974609375,2.35537e-09,-48.963,172.74490356445312,544.264,2352.46,63.6376,946.141947633,463.6483214690088,-0.230476,8268.93,4180.65,4.99567,2.82931e-09,33811,-6.31664,222,8158.08,0.495466,5.79838,0.124474,0.0321503,892000,8437.77,0.350357,31862.7,101756.88462137248,4294.5
-5112.73,7.659103979007341,-0.612681,65.4036800259928,3.4501,1.28706,11.8423,-0.0177346,8.37992,968.613686821,0.117847,2391.55,378.49681604100624,1096000,-12.6721,-10.0526,-2.48309,1524.24169921875,2.22315e-09,-29.1725,152.42417907714844,586.77,2359.49,91.5221,967.018570767,451.5596000460064,-0.266511,8636.05,5040.71,4.01242,2.05219e-09,33891,-7.30613,223,8586.87,0.469239,7.42824,0.125908,0.0334243,896000,8948.14,0.3255,28794.7,102202.17601999246,5105.41
-4444.39,7.274137193002389,-0.555104,59.13669767801184,2.29272,1.14504,12.0022,-0.0191189,4.53644,964.262220976,0.149467,1961.53,377.9647542399907,1100000,-15.8177,-9.08264,-2.4565,918.3670043945312,2.06657e-09,-8.37275,91.83670043945312,571.104,1919.71,75.368,966.500368462,444.37558911100496,-0.266358,7150.66,4382.83,1.27112,1.75113e-09,33971,-7.14139,224,7142.99,0.653502,10.9764,0.0991854,0.032192,900000,5665.28,0.29583,16880.6,102647.16974335548,4434.39
-4480.93,7.300473018956836,-0.495576,59.757491448006476,3.55059,1.09248,12.6923,-0.0157917,2.70611,961.081218715,0.106039,1647.42,377.5189037999953,1104000,-16.3852,-24.6694,-2.37696,999.488037109375,3.08895e-09,-11.1857,99.94880676269531,570.724,1590.51,74.7908,950.436397628,444.5768682669586,-0.343812,6223.51,4428.6,2.72795,1.55952e-09,34051,-12.086,225,6217.22,0.578249,7.19487,0.123643,0.0361534,904000,5136.24,0.297215,10819.8,103094.3186873904,4499.76
-3858.03,7.372607610057457,-0.467731,62.33152232199791,3.24539,1.02216,11.4061,-0.0169088,0.994963,940.039047516,0.0774215,1460.55,377.2098061910074,1108000,-16.8587,-80.2088,-2.15296,759.7552490234375,2.18396e-09,-7.47785,75.97552490234375,581.688,1422.33,73.2791,965.864397254,446.91393612306274,-0.289748,5331.24,3815.04,2.00516,2.20944e-09,34131,-6.24788,226,5321.09,0.0770013,6.18577,0.116062,0.0350577,908000,4189.26,0.272986,21840.1,103544.71398741049,3865.33
